model,model_label,ablation,horizon,task,metric,value,label_type,runnable_status,full_value,delta_vs_full,relative_delta_vs_full_pct
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,primary_rmse,5.4420601076085555,real_kpi,run,5.442062712985392,-2.605376836051221e-06,-4.787480360772929e-05
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,primary_mape_floor1_pct,47.68198028682617,real_kpi,run,47.68189188633293,8.840049324021493e-05,0.00018539636273440984
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,all_kpi_mae,46.45621797205323,real_kpi,run,46.45621257494944,5.397103791437985e-06,1.1617614722101265e-05
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,all_kpi_rmse,126.08026779961892,real_kpi,run,126.08017775651236,9.004310656735015e-05,7.141733789528957e-05
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,12,forecasting,all_kpi_mape_floor1_pct,136.30986332566295,real_kpi,run,136.30967695494732,0.0001863707156246619,0.0001367259609061069
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,primary_mae,2.6040699459420242,real_kpi,run,2.6040875918040305,-1.764586200625473e-05,-0.0006776216768511319
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,primary_rmse,5.442060029508175,real_kpi,run,5.442062712985392,-2.6834772164363585e-06,-4.930992820118135e-05
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,primary_mape_floor1_pct,47.68198043641702,real_kpi,run,47.68189188633293,8.855008409369702e-05,0.00018571008949222955
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,all_kpi_mae,46.45621828406565,real_kpi,run,46.45621257494944,5.709116209118292e-06,1.2289241616301748e-05
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,all_kpi_rmse,126.08026647026536,real_kpi,run,126.08017775651236,8.871375300145701e-05,7.036296631242235e-05
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,12,forecasting,all_kpi_mape_floor1_pct,136.30986579646128,real_kpi,run,136.30967695494732,0.0001888415139603694,0.00013853859694993245
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,primary_mae,2.6796243591639914,real_kpi,run,2.6040875918040305,0.07553676735996095,2.9006999456432045
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,primary_rmse,5.547237309785081,real_kpi,run,5.442062712985392,0.10517459679968955,1.9326237558551242
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,primary_mape_floor1_pct,49.061869871159274,real_kpi,run,47.68189188633293,1.379977984826347,2.8941342934043486
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,all_kpi_mae,47.863789787926144,real_kpi,run,46.45621257494944,1.4075772129767046,3.0299009216599626
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,all_kpi_rmse,124.7887711797066,real_kpi,run,126.08017775651236,-1.2914065768057554,-1.0242740768495235
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,12,forecasting,all_kpi_mape_floor1_pct,140.56628179931332,real_kpi,run,136.30967695494732,4.256604844365995,3.1227458970303887
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,auprc,0.4701631794611201,weak_kpi_degradation,run,0.466284088952656,0.003879090508464078,0.8319156926793485
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,auroc,0.7975311109561158,weak_kpi_degradation,run,0.7943591594724008,0.003171951483715074,0.3993094868852306
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,f1,0.3609001794836394,weak_kpi_degradation,run,0.4787077826725404,-0.11780760318890099,-24.609502383939134
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,precision,0.22145035581158928,weak_kpi_degradation,run,0.3948643410852713,-0.17341398527368201,-43.91735774293002
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,recall,0.9746457867263236,weak_kpi_degradation,run,0.6077554064131245,0.3668903803131991,60.368098159509195
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run,0.1721879815100154,0.0,0.0
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,auprc,0.4482319168951361,weak_kpi_degradation,run,0.466284088952656,-0.01805217205751991,-3.871496472905133
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,auroc,0.7826502814725056,weak_kpi_degradation,run,0.7943591594724008,-0.011708877999895173,-1.4740030199528387
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,f1,0.3979639055992596,weak_kpi_degradation,run,0.4787077826725404,-0.08074387707328079,-16.86704916776203
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,precision,0.524390243902439,weak_kpi_degradation,run,0.3948643410852713,0.12952590281716775,32.802633547807886
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,recall,0.32065622669649513,weak_kpi_degradation,run,0.6077554064131245,-0.2870991797166294,-47.239263803680984
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run,0.1721879815100154,0.0,0.0
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,auprc,0.4661818565647977,weak_kpi_degradation,run,0.466284088952656,-0.00010223238785828093,-0.021924914506070797
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,auroc,0.794320989003782,weak_kpi_degradation,run,0.7943591594724008,-3.8170468618758946e-05,-0.004805190216993418
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,f1,0.4784014105201293,weak_kpi_degradation,run,0.4787077826725404,-0.00030637215241108295,-0.06399982693004524
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,precision,0.3947623666343356,weak_kpi_degradation,run,0.3948643410852713,-0.00010197445093568236,-0.02582518610199367
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,recall,0.6070096942580164,weak_kpi_degradation,run,0.6077554064131245,-0.0007457121551081025,-0.12269938650306324
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run,0.1721879815100154,0.0,0.0
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,auprc,0.4661956373832715,weak_kpi_degradation,run,0.466284088952656,-8.84515693844734e-05,-0.018969459065855947
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,auroc,0.7943549665042571,weak_kpi_degradation,run,0.7943591594724008,-4.192968143690301e-06,-0.0005278428647408303
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,f1,0.4784843589367014,weak_kpi_degradation,run,0.4787077826725404,-0.00022342373583900121,-0.04667225892833123
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,precision,0.3947177126241822,weak_kpi_degradation,run,0.3948643410852713,-0.00014662846108909333,-0.037133882661090634
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,recall,0.6073825503355704,weak_kpi_degradation,run,0.6077554064131245,-0.00037285607755410677,-0.06134969325154076
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run,0.1721879815100154,0.0,0.0
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,auprc,0.4578140490499537,weak_kpi_degradation,run,0.466284088952656,-0.008470039902702287,-1.816497732471907
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,auroc,0.7891619609997286,weak_kpi_degradation,run,0.7943591594724008,-0.005197198472672193,-0.6542630510012726
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,f1,0.4583490388239729,weak_kpi_degradation,run,0.4787077826725404,-0.020358743848567507,-4.252854159777445
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,precision,0.4634146341463415,weak_kpi_degradation,run,0.3948643410852713,0.06855029306107019,17.360466856202315
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,recall,0.453392990305742,weak_kpi_degradation,run,0.6077554064131245,-0.15436241610738255,-25.398773006134967
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,1,classification,positive_rate,0.1721879815100154,weak_kpi_degradation,run,0.1721879815100154,0.0,0.0
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,auprc,0.3990124607163398,weak_kpi_degradation,run,0.3752252312690154,0.023787229447324365,6.339453604139498
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,auroc,0.7587414638843314,weak_kpi_degradation,run,0.7427137761096159,0.016027687774715527,2.157989832727975
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,f1,0.3481075697211155,weak_kpi_degradation,run,0.146771037181996,0.2013365325391195,137.1772908366535
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,precision,0.5197026022304833,weak_kpi_degradation,run,0.569620253164557,-0.04991765093407374,-8.763320941759611
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,recall,0.2616997379258705,weak_kpi_degradation,run,0.08423811306626731,0.17746162485960315,210.66666666666669
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run,0.1722114764667956,0.0,0.0
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,auprc,0.3869772503163341,weak_kpi_degradation,run,0.3752252312690154,0.011752019047318707,3.1319906200266074
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,auroc,0.7527301150273691,weak_kpi_degradation,run,0.7427137761096159,0.01001633891775322,1.34861358977606
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,f1,0.4009638554216867,weak_kpi_degradation,run,0.146771037181996,0.25419281823969075,173.19004016064275
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,precision,0.2699896157840083,weak_kpi_degradation,run,0.569620253164557,-0.2996306373805487,-52.601823006807436
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,recall,0.7787345563459378,weak_kpi_degradation,run,0.08423811306626731,0.6944964432796705,824.4444444444446
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run,0.1722114764667956,0.0,0.0
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,auprc,0.3759664429363864,weak_kpi_degradation,run,0.3752252312690154,0.0007412116673710112,0.19753780012719988
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,auroc,0.7429968662089304,weak_kpi_degradation,run,0.7427137761096159,0.0002830900993144869,0.038115638678109846
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,f1,0.1475195822454308,weak_kpi_degradation,run,0.146771037181996,0.0007485450634348023,0.5100087032202456
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,precision,0.5750636132315522,weak_kpi_degradation,run,0.569620253164557,0.005443360066995195,0.9556121006502676
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,recall,0.08461250467989517,weak_kpi_degradation,run,0.08423811306626731,0.00037439161362785855,0.44444444444444897
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run,0.1722114764667956,0.0,0.0
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,auprc,0.3758925562635341,weak_kpi_degradation,run,0.3752252312690154,0.0006673249945186588,0.1778465142820378
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,auroc,0.7429473808464936,weak_kpi_degradation,run,0.7427137761096159,0.00023360473687772387,0.0314528617068827
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,f1,0.147615937295885,weak_kpi_degradation,run,0.146771037181996,0.0008449001138890189,0.5756586109297185
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,precision,0.578005115089514,weak_kpi_degradation,run,0.569620253164557,0.008384861924957021,1.4720090934924548
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,recall,0.08461250467989517,weak_kpi_degradation,run,0.08423811306626731,0.00037439161362785855,0.44444444444444897
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run,0.1722114764667956,0.0,0.0
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,auprc,0.3419342480857568,weak_kpi_degradation,run,0.3752252312690154,-0.03329098318325863,-8.872266683844312
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,auroc,0.7235863129844489,weak_kpi_degradation,run,0.7427137761096159,-0.019127463125167,-2.5753478312140543
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,f1,0.3120758249473437,weak_kpi_degradation,run,0.146771037181996,0.1653047877653477,112.62766206412364
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,precision,0.18493863116288745,weak_kpi_degradation,run,0.569620253164557,-0.38468162200166955,-67.53299586251532
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,recall,0.9985024335454886,weak_kpi_degradation,run,0.08423811306626731,0.9142643204792213,1085.3333333333335
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,3,classification,positive_rate,0.1722114764667956,weak_kpi_degradation,run,0.1722114764667956,0.0,0.0
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,auprc,0.334352494123628,weak_kpi_degradation,run,0.3181085927303725,0.01624390139325549,5.106401324727418
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,auroc,0.7167180249285747,weak_kpi_degradation,run,0.7126539452177881,0.0040640797107865945,0.5702739370290871
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,f1,0.3313206577595067,weak_kpi_degradation,run,0.3887303851640513,-0.057409727404544586,-14.76852070113239
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,precision,0.19956666408728624,weak_kpi_degradation,run,0.28350962372117217,-0.08394295963388593,-29.608504477591445
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,recall,0.9750472589792061,weak_kpi_degradation,run,0.6181474480151229,0.3568998109640832,57.73700305810397
cet_ablation_no_alarm,CET w/o alarm tokens,no_alarm,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run,0.1716306534293686,0.0,0.0
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,auprc,0.3195019565090638,weak_kpi_degradation,run,0.3181085927303725,0.0013933637786913144,0.43801513399303976
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,auroc,0.7177823773983766,weak_kpi_degradation,run,0.7126539452177881,0.005128432180588449,0.7196244706147235
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,f1,0.3317960543171919,weak_kpi_degradation,run,0.3887303851640513,-0.05693433084685939,-14.646226027026952
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,precision,0.199737795943549,weak_kpi_degradation,run,0.28350962372117217,-0.08377182777762315,-29.548142556180597
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,recall,0.9792060491493384,weak_kpi_degradation,run,0.6181474480151229,0.3610586011342155,58.40978593272171
cet_ablation_no_cross_cell_graph,CET w/o cross-cell graph,no_cross_cell_graph,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run,0.1716306534293686,0.0,0.0
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,auprc,0.3203370199538808,weak_kpi_degradation,run,0.3181085927303725,0.0022284272235083002,0.7005240582724861
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,auroc,0.7131117420534874,weak_kpi_degradation,run,0.7126539452177881,0.00045779683569924234,0.06423830791525878
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,f1,0.3893826567379294,weak_kpi_degradation,run,0.3887303851640513,0.0006522715738780938,0.16779536634441974
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,precision,0.28533708854074985,weak_kpi_degradation,run,0.28350962372117217,0.0018274648195776844,0.6445865207648016
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,recall,0.6128544423440454,weak_kpi_degradation,run,0.6181474480151229,-0.005293005671077489,-0.8562691131498444
cet_ablation_no_dynamic_graph,CET w/o dynamic event graph,no_dynamic_graph,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run,0.1716306534293686,0.0,0.0
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,auprc,0.3203070698397927,weak_kpi_degradation,run,0.3181085927303725,0.0021984771094201716,0.6911089985185
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,auroc,0.713087220396096,weak_kpi_degradation,run,0.7126539452177881,0.0004332751783078237,0.06079741524133626
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,f1,0.3891619709866922,weak_kpi_degradation,run,0.3887303851640513,0.00043158582264091194,0.11102446299863461
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,precision,0.284936797752809,weak_kpi_degradation,run,0.28350962372117217,0.0014271740316368353,0.5033952685290294
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,recall,0.6136105860113421,weak_kpi_degradation,run,0.6181474480151229,-0.004536862003780784,-0.733944954128451
cet_ablation_no_hawkes_intensity,CET w/o Hawkes intensity,no_hawkes_intensity,6,classification,positive_rate,0.1716306534293686,weak_kpi_degradation,run,0.1716306534293686,0.0,0.0
cet_ablation_no_tokenization,CET w/o tokenization,no_tokenization,6,classification,auprc,0.3025992485917783,weak_kpi_degradation,run,0.3181085927303725,-0.015509344138594228,-4.875487331378025
